,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2042017,2015,5,10,7,WN,807,N8657B,ABQ,MDW,1615,1616.0,1.0,12.0,1628.0,165.0,161.0,130.0,1121,1938.0,19.0,2000,1957.0,-3.0,0,0,,,,,,
2961536,2015,7,5,7,DL,1794,N3768,PDX,MSP,1549,1542.0,-7.0,16.0,1558.0,189.0,186.0,167.0,1426,2045.0,3.0,2058,2048.0,-10.0,0,0,,,,,,
3005517,2015,7,8,3,UA,796,N851UA,DCA,IAH,759,951.0,112.0,12.0,1003.0,188.0,167.0,145.0,1208,1128.0,10.0,1007,1138.0,91.0,0,0,,0.0,0.0,91.0,0.0,0.0
2330965,2015,5,28,4,EV,4863,N16546,IAH,LFT,1356,1353.0,-3.0,12.0,1405.0,59.0,55.0,36.0,201,1441.0,7.0,1455,1448.0,-7.0,0,0,,,,,,
2655198,2015,6,17,3,DL,2543,N322US,PHL,ATL,625,621.0,-4.0,16.0,637.0,123.0,113.0,89.0,666,806.0,8.0,828,814.0,-14.0,0,0,,,,,,
1227898,2015,3,21,6,WN,3613,N8320J,SLC,MDW,815,813.0,-2.0,11.0,824.0,185.0,171.0,157.0,1259,1201.0,3.0,1220,1204.0,-16.0,0,0,,,,,,
2167424,2015,5,18,1,DL,2180,N976DL,ATL,MEM,1057,1051.0,-6.0,24.0,1115.0,83.0,85.0,55.0,332,1110.0,6.0,1120,1116.0,-4.0,0,0,,,,,,
1843730,2015,4,28,2,OO,4821,N935SW,MSP,GRR,1005,1004.0,-1.0,11.0,1015.0,92.0,73.0,59.0,408,1214.0,3.0,1237,1217.0,-20.0,0,0,,,,,,
2209212,2015,5,20,3,EV,4350,N15574,IAH,CLE,1905,1903.0,-2.0,22.0,1925.0,177.0,157.0,129.0,1091,2234.0,6.0,2302,2240.0,-22.0,0,0,,,,,,
1869854,2015,4,29,3,US,1921,N733UW,CLT,JAX,1950,1946.0,-4.0,8.0,1954.0,74.0,66.0,53.0,328,2047.0,5.0,2104,2052.0,-12.0,0,0,,,,,,
1988692,2015,5,7,4,WN,169,N493WN,MCI,DEN,855,850.0,-5.0,10.0,900.0,105.0,97.0,80.0,533,920.0,7.0,940,927.0,-13.0,0,0,,,,,,
1425597,2015,4,2,4,US,672,N548UW,PHL,SFO,1020,1016.0,-4.0,31.0,1047.0,377.0,401.0,360.0,2521,1347.0,10.0,1337,1357.0,20.0,0,0,,20.0,0.0,0.0,0.0,0.0
1287810,2015,3,24,2,US,1795,N809AW,PHL,CLT,2045,2037.0,-8.0,29.0,2106.0,109.0,107.0,71.0,449,2217.0,7.0,2234,2224.0,-10.0,0,0,,,,,,
4220829,2015,9,20,7,EV,2660,N677AE,DFW,ACT,1508,1458.0,-10.0,16.0,1514.0,43.0,40.0,20.0,89,1534.0,4.0,1551,1538.0,-13.0,0,0,,,,,,
2693187,2015,6,19,5,AA,148,N3FEAA,CLT,MIA,925,1229.0,184.0,16.0,1245.0,121.0,117.0,93.0,650,1418.0,8.0,1126,1426.0,180.0,0,0,,0.0,0.0,180.0,0.0,0.0
1843978,2015,4,28,2,OO,4520,N806SK,SFO,SLC,1018,1203.0,105.0,16.0,1219.0,107.0,102.0,78.0,599,1437.0,8.0,1305,1445.0,100.0,0,0,,0.0,0.0,0.0,100.0,0.0
3631221,2015,8,14,5,AA,2508,N3BHAA,DFW,BWI,705,702.0,-3.0,19.0,721.0,184.0,180.0,156.0,1217,1057.0,5.0,1109,1102.0,-7.0,0,0,,,,,,
3432129,2015,8,2,7,DL,2528,N942AT,ATL,CLE,1217,1214.0,-3.0,11.0,1225.0,101.0,94.0,78.0,554,1343.0,5.0,1358,1348.0,-10.0,0,0,,,,,,
200192,2015,1,14,3,OO,6436,N713SK,PDX,SFO,525,522.0,-3.0,21.0,543.0,111.0,116.0,84.0,550,707.0,11.0,716,718.0,2.0,0,0,,,,,,
4285455,2015,9,24,4,AA,2239,N3AJAA,DFW,DCA,1510,1527.0,17.0,15.0,1542.0,183.0,168.0,149.0,1192,1911.0,4.0,1913,1915.0,2.0,0,0,,,,,,
1083845,2015,3,12,4,DL,2132,N541US,SAT,ATL,1210,1206.0,-4.0,14.0,1220.0,135.0,141.0,110.0,874,1510.0,17.0,1525,1527.0,2.0,0,0,,,,,,
668627,2015,2,14,6,OO,6204,N915SW,BFL,DEN,550,542.0,-8.0,15.0,557.0,149.0,142.0,120.0,845,857.0,7.0,919,904.0,-15.0,0,0,,,,,,
5344569,2015,12,1,2,EV,5094,N707EV,DTW,ELM,1002,959.0,-3.0,17.0,1016.0,73.0,78.0,57.0,332,1113.0,4.0,1115,1117.0,2.0,0,0,,,,,,
1962656,2015,5,5,2,US,1765,N708UW,CLT,MCI,1611,1620.0,9.0,18.0,1638.0,145.0,140.0,116.0,808,1734.0,6.0,1736,1740.0,4.0,0,0,,,,,,
579910,2015,2,8,7,DL,281,N3747D,DTW,SEA,1206,1218.0,12.0,17.0,1235.0,310.0,292.0,267.0,1927,1402.0,8.0,1416,1410.0,-6.0,0,0,,,,,,
5461567,2015,12,8,2,NK,710,N587NK,FLL,LGA,2009,2005.0,-4.0,12.0,2017.0,170.0,156.0,140.0,1076,2237.0,4.0,2259,2241.0,-18.0,0,0,,,,,,
3555571,2015,8,9,7,DL,1791,N3768,CHS,ATL,1705,1703.0,-2.0,17.0,1720.0,85.0,72.0,42.0,259,1802.0,13.0,1830,1815.0,-15.0,0,0,,,,,,
981633,2015,3,6,5,WN,3565,N730SW,BWI,BUF,715,,,,,75.0,,,281,,,830,,,0,1,A,,,,,
682105,2015,2,15,7,WN,2132,N8614M,MCO,HOU,700,658.0,-2.0,16.0,714.0,165.0,157.0,136.0,849,830.0,5.0,845,835.0,-10.0,0,0,,,,,,
82314,2015,1,6,2,EV,5276,N981EV,CHA,ATL,840,835.0,-5.0,17.0,852.0,53.0,45.0,24.0,106,916.0,4.0,933,920.0,-13.0,0,0,,,,,,
4640444,2015,10,16,5,DL,2531,N943DN,10397,14122,2215,2215.0,0.0,16.0,2231.0,103.0,93.0,70.0,526,2341.0,7.0,2358,2348.0,-10.0,0,0,,,,,,
1648456,2015,4,16,4,UA,245,N445UA,CMH,ORD,730,728.0,-2.0,26.0,754.0,85.0,79.0,49.0,296,743.0,4.0,755,747.0,-8.0,0,0,,,,,,
1991575,2015,5,7,4,UA,493,N842UA,EWR,PBI,1142,1134.0,-8.0,18.0,1152.0,176.0,166.0,143.0,1023,1415.0,5.0,1438,1420.0,-18.0,0,0,,,,,,
364948,2015,1,25,7,AA,1315,N559AA,BNA,DFW,609,559.0,-10.0,8.0,607.0,136.0,130.0,110.0,631,757.0,12.0,825,809.0,-16.0,0,0,,,,,,
5123269,2015,11,16,1,B6,760,N354JB,PHL,BOS,1955,1947.0,-8.0,16.0,2003.0,77.0,71.0,48.0,280,2051.0,7.0,2112,2058.0,-14.0,0,0,,,,,,
2753503,2015,6,22,1,AA,1178,N3BBAA,DFW,ATL,2030,2046.0,16.0,16.0,2102.0,140.0,130.0,101.0,731,2343.0,13.0,2350,2356.0,6.0,0,0,,,,,,
5803462,2015,12,30,3,EV,5903,N11165,BRO,IAH,1922,,,,,75.0,,,308,,,2037,,,0,1,B,,,,,
4749234,2015,10,23,5,WN,374,N495WN,11292,14683,1920,2101.0,101.0,9.0,2110.0,120.0,121.0,109.0,794,2359.0,3.0,2220,2.0,102.0,0,0,,1.0,0.0,0.0,99.0,2.0
641536,2015,2,12,4,OO,6191,N925SW,DEN,BFL,1110,1210.0,60.0,14.0,1224.0,157.0,128.0,110.0,845,1314.0,4.0,1247,1318.0,31.0,0,0,,0.0,0.0,31.0,0.0,0.0
2360843,2015,5,30,6,AS,800,N593AS,OGG,SMF,1040,1041.0,1.0,16.0,1057.0,305.0,289.0,265.0,2404,1822.0,8.0,1845,1830.0,-15.0,0,0,,,,,,
4759611,2015,10,24,6,WN,4459,N927WN,13232,11618,1445,1443.0,-2.0,6.0,1449.0,130.0,105.0,91.0,711,1720.0,8.0,1755,1728.0,-27.0,0,0,,,,,,
3859340,2015,8,28,5,OO,5164,N118SY,ORD,CLE,640,637.0,-3.0,14.0,651.0,77.0,70.0,51.0,315,842.0,5.0,857,847.0,-10.0,0,0,,,,,,
1060197,2015,3,11,3,OO,6285,N976SW,MFR,DEN,540,534.0,-6.0,13.0,547.0,160.0,148.0,127.0,964,854.0,8.0,920,902.0,-18.0,0,0,,,,,,
4862727,2015,10,31,6,WN,3123,N8654B,10821,14635,835,841.0,6.0,13.0,854.0,165.0,152.0,134.0,919,1108.0,5.0,1120,1113.0,-7.0,0,0,,,,,,
879327,2015,2,27,5,OO,5594,N934SW,DEN,DRO,1440,1609.0,89.0,11.0,1620.0,68.0,64.0,49.0,251,1709.0,4.0,1548,1713.0,85.0,0,0,,0.0,0.0,47.0,38.0,0.0
4915592,2015,11,3,2,UA,529,N815UA,SNA,SFO,1702,1654.0,-8.0,12.0,1706.0,94.0,81.0,65.0,372,1811.0,4.0,1836,1815.0,-21.0,0,0,,,,,,
5721332,2015,12,25,5,WN,4535,N7827A,DCA,MCO,1600,1557.0,-3.0,13.0,1610.0,150.0,130.0,109.0,759,1759.0,8.0,1830,1807.0,-23.0,0,0,,,,,,
79249,2015,1,6,2,US,1737,N818AW,IAH,PHX,550,551.0,1.0,17.0,608.0,176.0,170.0,141.0,1009,729.0,12.0,746,741.0,-5.0,0,0,,,,,,
2334280,2015,5,28,4,WN,835,N744SW,LAX,MDW,1715,1718.0,3.0,7.0,1725.0,235.0,214.0,203.0,1750,2248.0,4.0,2310,2252.0,-18.0,0,0,,,,,,
5321377,2015,11,29,7,UA,640,N17245,ORD,PHL,2105,2112.0,7.0,22.0,2134.0,119.0,124.0,94.0,678,8.0,8.0,4,16.0,12.0,0,0,,,,,,
2574460,2015,6,12,5,UA,442,N816UA,IAH,LGA,850,853.0,3.0,14.0,907.0,219.0,208.0,184.0,1416,1311.0,10.0,1329,1321.0,-8.0,0,0,,,,,,
3125279,2015,7,15,3,AA,2296,N4WNAA,DFW,SAT,905,,,,,72.0,,,247,,,1017,,,0,1,A,,,,,
4476026,2015,10,6,2,UA,784,N837UA,14869,11292,1727,1723.0,-4.0,70.0,1833.0,103.0,143.0,68.0,391,1941.0,5.0,1910,1946.0,36.0,0,0,,36.0,0.0,0.0,0.0,0.0
1426072,2015,4,2,4,UA,500,N485UA,SFO,PDX,1048,1046.0,-2.0,17.0,1103.0,110.0,101.0,81.0,550,1224.0,3.0,1238,1227.0,-11.0,0,0,,,,,,
361664,2015,1,24,6,MQ,3382,N855MQ,LGA,BNA,1650,1645.0,-5.0,19.0,1704.0,165.0,137.0,114.0,764,1758.0,4.0,1835,1802.0,-33.0,0,0,,,,,,
768841,2015,2,20,5,UA,1531,N24211,EWR,ATL,1335,1422.0,47.0,16.0,1438.0,156.0,135.0,109.0,746,1627.0,10.0,1611,1637.0,26.0,0,0,,0.0,0.0,9.0,17.0,0.0
2350467,2015,5,29,5,DL,1793,N979AT,CLT,MSP,1625,1622.0,-3.0,13.0,1635.0,169.0,141.0,124.0,930,1739.0,4.0,1814,1743.0,-31.0,0,0,,,,,,
1928492,2015,5,3,7,WN,4909,N514SW,HOU,TUL,1525,1533.0,8.0,10.0,1543.0,85.0,81.0,66.0,453,1649.0,5.0,1650,1654.0,4.0,0,0,,,,,,
3475620,2015,8,4,2,UA,887,N403UA,SFO,LAX,2104,2141.0,37.0,23.0,2204.0,107.0,95.0,57.0,337,2301.0,15.0,2251,2316.0,25.0,0,0,,0.0,0.0,25.0,0.0,0.0
5552158,2015,12,14,1,B6,1038,N635JB,AUS,BOS,1850,1925.0,35.0,8.0,1933.0,221.0,209.0,198.0,1698,2351.0,3.0,2331,2354.0,23.0,0,0,,0.0,0.0,3.0,20.0,0.0
4307223,2015,9,25,5,AA,1861,N733UW,CLT,RDU,2020,2017.0,-3.0,15.0,2032.0,52.0,52.0,29.0,130,2101.0,8.0,2112,2109.0,-3.0,0,0,,,,,,
2519868,2015,6,9,2,MQ,3062,N933MQ,SAV,DFW,613,615.0,2.0,16.0,631.0,167.0,170.0,135.0,925,746.0,19.0,800,805.0,5.0,0,0,,,,,,
2714860,2015,6,20,6,DL,1765,N675DL,RSW,ATL,1440,1436.0,-4.0,19.0,1455.0,111.0,108.0,83.0,515,1618.0,6.0,1631,1624.0,-7.0,0,0,,,,,,
4032779,2015,9,8,2,F9,1001,N205FR,PHL,MIA,1035,1031.0,-4.0,30.0,1101.0,175.0,175.0,139.0,1013,1320.0,6.0,1330,1326.0,-4.0,0,0,,,,,,
1606315,2015,4,13,1,OO,3455,N988CA,BUR,PDX,1500,1503.0,3.0,12.0,1515.0,137.0,134.0,115.0,817,1710.0,7.0,1717,1717.0,0.0,0,0,,,,,,
2598012,2015,6,13,6,MQ,3067,N900MQ,MSN,ORD,1608,1619.0,11.0,10.0,1629.0,57.0,64.0,31.0,108,1700.0,23.0,1705,1723.0,18.0,0,0,,7.0,0.0,0.0,11.0,0.0
3735211,2015,8,20,4,EV,5020,N741EV,RIC,BOS,1220,1239.0,19.0,17.0,1256.0,98.0,95.0,66.0,474,1402.0,12.0,1358,1414.0,16.0,0,0,,0.0,0.0,0.0,16.0,0.0
4655632,2015,10,18,7,NK,228,N507NK,12266,10397,800,816.0,16.0,11.0,827.0,117.0,106.0,87.0,689,1054.0,8.0,1057,1102.0,5.0,0,0,,,,,,
5155489,2015,11,18,3,EV,5181,N228PQ,DTW,CLE,1940,2018.0,38.0,17.0,2035.0,55.0,47.0,22.0,95,2057.0,8.0,2035,2105.0,30.0,0,0,,0.0,0.0,29.0,1.0,0.0
2423071,2015,6,3,3,DL,2310,N969DL,ATL,DFW,850,848.0,-2.0,14.0,902.0,139.0,124.0,105.0,731,947.0,5.0,1009,952.0,-17.0,0,0,,,,,,
3833763,2015,8,26,3,DL,869,N933DN,BOI,MSP,1425,1420.0,-5.0,21.0,1441.0,163.0,163.0,138.0,1142,1759.0,4.0,1808,1803.0,-5.0,0,0,,,,,,
2320389,2015,5,27,3,AA,1178,N855AA,DFW,ATL,2020,2034.0,14.0,57.0,2131.0,137.0,170.0,106.0,731,17.0,7.0,2337,24.0,47.0,0,0,,33.0,0.0,0.0,14.0,0.0
5608365,2015,12,18,5,OO,5389,N979SW,SBP,LAX,1025,1025.0,0.0,11.0,1036.0,65.0,56.0,33.0,156,1109.0,12.0,1130,1121.0,-9.0,0,0,,,,,,
854384,2015,2,26,4,DL,1864,N914DN,SAN,MSP,625,630.0,5.0,26.0,656.0,225.0,227.0,195.0,1532,1211.0,6.0,1210,1217.0,7.0,0,0,,,,,,
1838690,2015,4,27,1,OO,5422,N965SW,SFO,ONT,2245,2242.0,-3.0,33.0,2315.0,84.0,98.0,60.0,363,15.0,5.0,9,20.0,11.0,0,0,,,,,,
4749381,2015,10,23,5,EV,4952,N712EV,12953,13871,1930,2016.0,46.0,28.0,2044.0,207.0,206.0,173.0,1148,2237.0,5.0,2157,2242.0,45.0,0,0,,0.0,0.0,3.0,42.0,0.0
4243157,2015,9,21,1,EV,5464,N695CA,ATL,MLI,2118,2202.0,44.0,13.0,2215.0,115.0,102.0,85.0,633,2240.0,4.0,2213,2244.0,31.0,0,0,,0.0,0.0,31.0,0.0,0.0
4122622,2015,9,14,1,WN,498,N462WN,MDW,PHL,945,944.0,-1.0,7.0,951.0,115.0,101.0,88.0,668,1219.0,6.0,1240,1225.0,-15.0,0,0,,,,,,
4360899,2015,9,29,2,DL,1942,N923AT,ATL,EWR,1235,1234.0,-1.0,28.0,1302.0,140.0,133.0,102.0,746,1444.0,3.0,1455,1447.0,-8.0,0,0,,,,,,
2254516,2015,5,23,6,AA,2303,N566AA,PSP,ORD,1450,1612.0,82.0,9.0,1621.0,239.0,223.0,207.0,1652,2148.0,7.0,2049,2155.0,66.0,0,0,,0.0,0.0,66.0,0.0,0.0
3868049,2015,8,28,5,MQ,3325,N925MQ,RIC,ORD,1501,1534.0,33.0,12.0,1546.0,142.0,119.0,98.0,642,1624.0,9.0,1623,1633.0,10.0,0,0,,,,,,
2557713,2015,6,11,4,US,713,N162UW,CLT,MSP,930,925.0,-5.0,15.0,940.0,164.0,152.0,132.0,930,1052.0,5.0,1114,1057.0,-17.0,0,0,,,,,,
406890,2015,1,27,2,NK,108,N621NK,SAN,DFW,1730,1727.0,-3.0,13.0,1740.0,161.0,159.0,137.0,1171,2157.0,9.0,2211,2206.0,-5.0,0,0,,,,,,
4100907,2015,9,12,6,HA,247,N486HA,KOA,HNL,1859,1853.0,-6.0,8.0,1901.0,45.0,47.0,30.0,163,1931.0,9.0,1944,1940.0,-4.0,0,0,,,,,,
1363851,2015,3,29,7,UA,1460,N78511,DEN,SFO,1544,1547.0,3.0,12.0,1559.0,163.0,149.0,132.0,967,1711.0,5.0,1727,1716.0,-11.0,0,0,,,,,,
1655617,2015,4,16,4,F9,704,N935FR,DEN,MSY,1431,1447.0,16.0,23.0,1510.0,148.0,166.0,138.0,1062,1828.0,5.0,1759,1833.0,34.0,0,0,,25.0,0.0,0.0,5.0,4.0
4187228,2015,9,18,5,DL,1572,N949DN,TPA,ATL,945,939.0,-6.0,18.0,957.0,92.0,89.0,62.0,406,1059.0,9.0,1117,1108.0,-9.0,0,0,,,,,,
3599104,2015,8,12,3,HA,43,N592HA,SJC,HNL,910,911.0,1.0,11.0,922.0,330.0,339.0,324.0,2417,1146.0,4.0,1140,1150.0,10.0,0,0,,,,,,
3879182,2015,8,29,6,DL,2322,N944DN,MSP,MIA,1010,1004.0,-6.0,21.0,1025.0,216.0,223.0,196.0,1501,1441.0,6.0,1446,1447.0,1.0,0,0,,,,,,
5246076,2015,11,24,2,WN,160,N270WN,TPA,MCI,1815,1814.0,-1.0,11.0,1825.0,175.0,169.0,153.0,1048,1958.0,5.0,2010,2003.0,-7.0,0,0,,,,,,
221043,2015,1,15,4,WN,380,N399WN,IND,PHX,1050,1057.0,7.0,11.0,1108.0,255.0,207.0,189.0,1488,1217.0,7.0,1305,1224.0,-41.0,0,0,,,,,,
1892209,2015,5,1,5,AS,32,N464AS,SEA,PHL,840,848.0,8.0,31.0,919.0,307.0,323.0,281.0,2378,1700.0,11.0,1647,1711.0,24.0,0,0,,16.0,0.0,8.0,0.0,0.0
2541697,2015,6,10,3,OO,5165,N782SK,IAH,DFW,1035,1032.0,-3.0,14.0,1046.0,75.0,62.0,42.0,224,1128.0,6.0,1150,1134.0,-16.0,0,0,,,,,,
5323257,2015,11,30,1,DL,667,N306DQ,BHM,ATL,530,524.0,-6.0,15.0,539.0,55.0,46.0,27.0,134,706.0,4.0,725,710.0,-15.0,0,0,,,,,,
2288849,2015,5,26,2,DL,910,N942DL,MCO,LGA,600,600.0,0.0,15.0,615.0,160.0,158.0,125.0,950,820.0,18.0,840,838.0,-2.0,0,0,,,,,,
4257142,2015,9,22,2,WN,140,N432WN,ATL,DEN,1900,1900.0,0.0,8.0,1908.0,205.0,182.0,166.0,1199,1954.0,8.0,2025,2002.0,-23.0,0,0,,,,,,
5485466,2015,12,10,4,B6,734,N809JB,SJU,MCO,1155,1200.0,5.0,13.0,1213.0,188.0,179.0,161.0,1189,1354.0,5.0,1403,1359.0,-4.0,0,0,,,,,,
918081,2015,3,2,1,DL,1051,N922AT,BHM,ATL,900,916.0,16.0,15.0,931.0,62.0,64.0,37.0,134,1108.0,12.0,1102,1120.0,18.0,0,0,,2.0,0.0,0.0,0.0,16.0
1504727,2015,4,7,2,DL,1127,N950DN,ATL,IND,942,1011.0,29.0,14.0,1025.0,92.0,97.0,76.0,432,1141.0,7.0,1114,1148.0,34.0,0,0,,5.0,0.0,8.0,21.0,0.0
2441880,2015,6,4,4,WN,766,N569WN,AUS,SJC,1040,1040.0,0.0,8.0,1048.0,230.0,219.0,203.0,1476,1211.0,8.0,1230,1219.0,-11.0,0,0,,,,,,
4534948,2015,10,10,6,AA,1743,N949UW,14307,14100,1118,1120.0,2.0,15.0,1135.0,76.0,74.0,53.0,237,1228.0,6.0,1234,1234.0,0.0,0,0,,,,,,
5119840,2015,11,16,1,OO,5247,N713SK,LAX,BOI,1628,1628.0,0.0,24.0,1652.0,125.0,141.0,113.0,674,1945.0,4.0,1933,1949.0,16.0,0,0,,16.0,0.0,0.0,0.0,0.0
1174885,2015,3,18,3,OO,6361,N930EV,CHS,ORD,555,545.0,-10.0,16.0,601.0,144.0,149.0,124.0,760,705.0,9.0,719,714.0,-5.0,0,0,,,,,,
4451577,2015,10,5,1,EV,5405,N752EV,12953,11042,915,907.0,-8.0,53.0,1000.0,113.0,120.0,64.0,419,1104.0,3.0,1108,1107.0,-1.0,0,0,,,,,,
349604,2015,1,23,5,WN,4814,N622SW,ATL,SAT,1845,1908.0,23.0,18.0,1926.0,160.0,175.0,153.0,874,2059.0,4.0,2025,2103.0,38.0,0,0,,15.0,0.0,15.0,8.0,0.0
3332364,2015,7,27,1,AA,1816,N747UW,TPA,DCA,1345,1338.0,-7.0,14.0,1352.0,132.0,168.0,149.0,814,1621.0,5.0,1557,1626.0,29.0,0,0,,29.0,0.0,0.0,0.0,0.0
3086841,2015,7,13,1,WN,380,N425LV,STL,MDW,540,536.0,-4.0,7.0,543.0,65.0,61.0,48.0,251,631.0,6.0,645,637.0,-8.0,0,0,,,,,,
1504740,2015,4,7,2,MQ,3603,N520MQ,TUL,DFW,945,937.0,-8.0,17.0,954.0,72.0,78.0,46.0,237,1040.0,15.0,1057,1055.0,-2.0,0,0,,,,,,
5512307,2015,12,12,6,EV,5325,N927EV,LAN,DTW,640,634.0,-6.0,14.0,648.0,58.0,44.0,22.0,74,710.0,8.0,738,718.0,-20.0,0,0,,,,,,
1725784,2015,4,20,1,DL,2363,N519US,ATL,MCI,2230,2250.0,20.0,17.0,2307.0,139.0,126.0,104.0,692,2351.0,5.0,2349,2356.0,7.0,0,0,,,,,,
3755844,2015,8,21,5,DL,1538,N617DL,LAS,MSP,1600,1603.0,3.0,13.0,1616.0,180.0,171.0,154.0,1299,2050.0,4.0,2100,2054.0,-6.0,0,0,,,,,,
317313,2015,1,21,3,WN,4573,N928WN,OAK,ONT,1815,1814.0,-1.0,10.0,1824.0,70.0,70.0,58.0,362,1922.0,2.0,1925,1924.0,-1.0,0,0,,,,,,
1973804,2015,5,6,3,OO,3468,N215AG,SEA,OMA,1040,1034.0,-6.0,14.0,1048.0,182.0,192.0,175.0,1368,1543.0,3.0,1542,1546.0,4.0,0,0,,,,,,
552429,2015,2,6,5,DL,1589,N589NW,FLL,ATL,1145,1135.0,-10.0,14.0,1149.0,125.0,121.0,98.0,581,1327.0,9.0,1350,1336.0,-14.0,0,0,,,,,,
4343673,2015,9,28,1,DL,1589,N554NW,FLL,ATL,1140,1137.0,-3.0,15.0,1152.0,119.0,110.0,87.0,581,1319.0,8.0,1339,1327.0,-12.0,0,0,,,,,,
3445432,2015,8,3,1,OO,5264,N947SW,ISN,DEN,822,815.0,-7.0,17.0,832.0,113.0,110.0,83.0,576,855.0,10.0,915,905.0,-10.0,0,0,,,,,,
2440654,2015,6,4,4,US,1943,N534UW,CLT,SEA,930,938.0,8.0,28.0,1006.0,333.0,331.0,293.0,2279,1159.0,10.0,1203,1209.0,6.0,0,0,,,,,,
4949284,2015,11,5,4,OO,6352,N970SW,BOI,SFO,1758,1749.0,-9.0,22.0,1811.0,110.0,104.0,77.0,522,1828.0,5.0,1848,1833.0,-15.0,0,0,,,,,,
3349388,2015,7,28,2,WN,2060,N924WN,MCO,FNT,1325,1321.0,-4.0,9.0,1330.0,155.0,150.0,137.0,1011,1547.0,4.0,1600,1551.0,-9.0,0,0,,,,,,
1397127,2015,3,31,2,OO,4661,N439SW,SLC,FAT,1520,1509.0,-11.0,19.0,1528.0,104.0,119.0,95.0,501,1603.0,5.0,1604,1608.0,4.0,0,0,,,,,,
4556842,2015,10,11,7,AA,451,N971UY,11057,14869,2010,2004.0,-6.0,17.0,2021.0,268.0,255.0,226.0,1727,2207.0,12.0,2238,2219.0,-19.0,0,0,,,,,,
4407261,2015,10,2,5,UA,642,N414UA,12892,11618,1005,1029.0,24.0,25.0,1054.0,330.0,331.0,297.0,2454,1851.0,9.0,1835,1900.0,25.0,0,0,,1.0,0.0,0.0,0.0,24.0
4367888,2015,9,29,2,DL,669,N675DL,ATL,LAS,1955,1952.0,-3.0,20.0,2012.0,260.0,261.0,236.0,1747,2108.0,5.0,2115,2113.0,-2.0,0,0,,,,,,
3023189,2015,7,9,4,DL,1633,N935AT,ATL,HOU,815,822.0,7.0,12.0,834.0,128.0,115.0,98.0,696,912.0,5.0,923,917.0,-6.0,0,0,,,,,,
3341474,2015,7,28,2,UA,1415,N76516,EWR,SFO,600,604.0,4.0,11.0,615.0,368.0,362.0,345.0,2565,900.0,6.0,908,906.0,-2.0,0,0,,,,,,
2164853,2015,5,18,1,AA,2332,N4XFAA,DFW,ORD,830,826.0,-4.0,10.0,836.0,143.0,120.0,102.0,802,1018.0,8.0,1053,1026.0,-27.0,0,0,,,,,,
4794412,2015,10,26,1,DL,1607,N308DE,10397,10994,1926,1928.0,2.0,17.0,1945.0,76.0,73.0,47.0,259,2032.0,9.0,2042,2041.0,-1.0,0,0,,,,,,
5568817,2015,12,15,2,AA,313,N3KDAA,MIA,BWI,1959,1956.0,-3.0,17.0,2013.0,157.0,148.0,122.0,946,2215.0,9.0,2236,2224.0,-12.0,0,0,,,,,,
1930669,2015,5,3,7,OO,4522,N659BR,FSD,MSP,1739,1732.0,-7.0,53.0,1825.0,61.0,119.0,60.0,196,1925.0,6.0,1840,1931.0,51.0,0,0,,51.0,0.0,0.0,0.0,0.0
2800477,2015,6,25,4,AA,1148,N3GSAA,DFW,LGA,1540,1536.0,-4.0,15.0,1551.0,216.0,202.0,181.0,1389,1952.0,6.0,2016,1958.0,-18.0,0,0,,,,,,
1035759,2015,3,9,1,WN,4296,N243WN,OAK,ONT,1400,1400.0,0.0,6.0,1406.0,70.0,67.0,58.0,362,1504.0,3.0,1510,1507.0,-3.0,0,0,,,,,,
4785084,2015,10,26,1,WN,729,N7737E,14831,11292,1010,1005.0,-5.0,10.0,1015.0,145.0,142.0,125.0,948,1320.0,7.0,1335,1327.0,-8.0,0,0,,,,,,
3502082,2015,8,6,4,WN,1590,N465WN,SLC,LAX,1245,1249.0,4.0,9.0,1258.0,115.0,105.0,88.0,590,1326.0,8.0,1340,1334.0,-6.0,0,0,,,,,,
1761085,2015,4,23,4,WN,766,N7749B,MEM,DAL,715,710.0,-5.0,8.0,718.0,85.0,91.0,74.0,423,832.0,9.0,840,841.0,1.0,0,0,,,,,,
4132398,2015,9,14,1,OO,4489,N816SK,OMA,MSP,1930,1927.0,-3.0,12.0,1939.0,69.0,71.0,48.0,282,2027.0,11.0,2039,2038.0,-1.0,0,0,,,,,,
426123,2015,1,29,4,WN,562,N774SW,LAS,LAX,600,557.0,-3.0,11.0,608.0,65.0,61.0,43.0,236,651.0,7.0,705,658.0,-7.0,0,0,,,,,,
4113466,2015,9,13,7,WN,141,N797MX,DEN,PDX,1705,1746.0,41.0,16.0,1802.0,160.0,156.0,136.0,991,1918.0,4.0,1845,1922.0,37.0,0,0,,0.0,0.0,27.0,10.0,0.0
